,Hit Points,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Winner
2550,22,40,82,60,72,46,0,0
2551,0,-30,-95,-25,-125,-20,0,1
2552,15,-35,0,0,30,-15,0,1
2553,56,42,56,42,56,39,1,0
2554,36,-25,70,-25,94,55,1,0
2555,-10,-40,-30,-25,-30,-55,0,1
2556,-5,-60,0,-20,40,25,1,0
2557,5,15,10,-5,5,0,0,1
2558,-40,-30,2,-60,-3,41,0,0
2559,20,40,-4,35,26,33,0,0
2560,0,0,0,0,0,0,0,1
2561,10,18,23,-15,15,2,0,0
2562,10,30,-5,-70,-50,-65,-1,0
2563,-15,-37,0,15,10,-12,0,1
2564,-25,-25,-10,-5,45,26,0,0
2565,-4,-13,8,-27,-28,-26,0,1
2566,5,-57,75,-2,-25,0,0,1
2567,55,110,50,55,35,20,0,1
2568,-55,-30,-45,-35,-55,40,0,0
2569,-50,-40,20,10,15,-58,0,1
2570,-35,-20,10,-5,10,-10,0,1
2571,10,10,-15,20,-5,5,0,1
2572,34,16,38,61,51,-10,0,1
2573,66,56,-5,76,18,49,1,0
2574,-55,-35,-30,-70,-80,0,0,1
2575,-60,-68,-60,-46,-46,-58,0,1
2576,-56,-33,-26,-1,27,-8,0,1
2577,50,20,30,60,55,35,0,0
2578,10,13,-108,43,-63,60,0,1
2579,-7,-30,10,35,5,21,0,0
2580,-20,-35,-40,65,-10,-25,0,1
2581,-5,-35,0,15,40,10,0,0
2582,-40,30,-35,35,-35,5,0,0
2583,35,27,25,-25,-10,-18,0,1
2584,-10,-13,35,40,75,55,1,0
2585,-15,-90,-75,35,15,10,-1,0
2586,20,-5,22,45,2,-61,0,1
2587,-11,-16,-10,-41,-23,1,0,0
2588,-85,-95,155,-55,130,-45,0,1
2589,40,70,-20,70,40,70,1,0
2590,-31,-140,-54,-40,-74,-85,0,1
2591,-66,-105,-35,-154,-80,-50,-1,1
2592,70,85,-50,20,-85,50,-1,0
2593,29,16,15,27,-10,49,0,0
2594,27,8,35,-12,25,2,0,0
2595,8,0,26,7,38,-83,0,1
2596,5,40,7,-50,-15,-22,0,1
2597,31,-20,45,0,35,9,0,0
2598,-20,-50,25,-16,-11,10,0,0
2599,5,3,-15,-13,-30,30,0,0
2600,36,110,30,74,30,20,1,1
2601,-40,60,17,-82,-30,29,0,0
2602,6,-4,7,16,-3,-72,0,1
2603,0,-37,-4,-17,41,-18,0,1
2604,-6,8,112,-18,25,-23,1,1
2605,-50,-20,-55,35,-15,-10,0,1
2606,-49,-40,-30,-5,-20,-86,0,1
2607,-6,-22,-12,-17,-40,-68,0,1
2608,15,35,34,5,-6,37,0,0
2609,-20,-8,-20,-28,-40,-30,0,1
2610,-90,-60,-40,-60,-40,-30,-1,1
2611,20,-80,14,-12,60,-29,0,1
2612,5,0,20,0,25,15,0,0
2613,30,45,-15,130,120,70,1,0
2614,-35,-43,5,2,-12,-22,0,1
2615,-22,20,-5,-35,-40,-5,0,1
2616,25,22,16,85,55,79,1,0
2617,3,61,-46,6,-41,45,0,0
2618,-14,60,24,-50,-33,53,1,0
2619,23,55,61,90,45,20,0,0
2620,27,56,43,22,48,-1,0,1
2621,29,36,30,65,40,80,1,0
2622,16,47,-90,-30,-110,-23,-1,1
2623,55,-34,-85,-14,-60,-16,0,1
2624,50,73,-20,-13,-15,28,0,0
2625,-1,13,3,-5,-5,60,0,0
2626,15,13,-3,3,-3,-18,0,1
2627,4,-62,5,-30,-40,-72,0,1
2628,-25,-15,-40,-15,-40,-5,0,1
2629,20,10,25,24,28,-7,0,1
2630,-12,-45,-65,-14,-36,7,0,0
2631,20,58,-28,0,40,10,0,0
2632,-5,-35,-45,60,-5,-30,0,1
2633,90,-5,25,41,51,-25,0,1
2634,-23,20,-36,-20,-36,-25,0,1
2635,14,8,18,13,-20,-58,0,0
2636,-5,40,10,-25,-5,10,0,0
2637,35,7,32,25,30,16,0,0
2638,20,-22,-30,13,65,17,0,0
2639,34,90,180,-5,20,6,0,0
2640,39,60,52,-2,43,48,0,0
2641,20,-31,-39,31,-46,-20,0,1
2642,8,42,120,-53,20,-47,1,1
2643,-16,-44,0,-71,-15,-44,0,0
2644,37,-4,5,-3,12,-31,0,1
2645,-15,5,-55,15,-15,-20,0,1
2646,-175,110,60,35,-65,25,0,0
2647,50,10,43,15,32,58,0,0
2648,55,85,-80,35,40,-15,0,0
2649,-40,-40,-10,30,-10,-5,0,1
2650,-33,-24,-33,-84,-40,-45,0,1
2651,-38,10,-20,-2,-13,30,0,0
2652,-15,-40,-15,-60,-20,-40,0,1
2653,46,-7,28,47,2,-36,0,1
2654,-24,-13,-30,-30,-30,-20,0,1
2655,10,-6,85,49,55,-13,0,1
2656,15,57,-25,29,-15,40,0,0
2657,-60,-15,-45,-10,-25,30,0,0
2658,-12,-18,-7,-18,-32,-62,0,1
2659,-90,-30,-4,-5,21,15,0,0
2660,48,51,30,56,35,50,0,0
2661,20,-60,20,-30,20,0,0,1
2662,-28,-40,-15,-15,-25,-92,0,1
2663,-11,0,7,38,11,52,0,0
2664,-37,-8,47,-1,9,-37,0,1
2665,-5,-29,-10,-10,10,-3,0,1
2666,-29,14,10,-19,-10,28,0,0
2667,-8,-25,15,2,27,-1,0,1
2668,25,7,-8,40,22,18,0,0
2669,70,10,-50,-57,-38,-39,0,0
2670,-10,-30,-50,-25,-40,-65,0,1
2671,-15,-55,10,0,50,10,1,0
2672,-15,-5,5,5,5,15,0,0
2673,-39,-64,-28,-84,-71,-31,0,1
2674,-10,30,-13,-44,-15,-23,0,1
2675,28,-1,-47,24,-30,80,0,0
2676,50,40,40,75,60,25,1,0
2677,-55,-102,-47,-104,-49,-35,-1,1
2678,15,-30,10,-25,0,-30,0,1
2679,-45,-110,-115,-80,-40,-30,-1,1
2680,-15,15,-60,-60,0,-15,0,1
2681,-5,-32,-143,-20,10,25,0,0
2682,-19,2,-53,-3,25,98,0,1
2683,15,15,25,5,25,10,0,0
2684,-8,-3,-40,-30,-60,25,0,0
2685,-22,-84,-48,-79,-30,-62,0,1
2686,33,50,25,47,18,-10,0,1
2687,9,27,13,16,-1,-51,0,1
2688,-64,-55,-60,-17,-52,-57,0,1
2689,11,-5,5,-14,10,-91,0,1
2690,-35,-15,0,15,-25,-95,0,1
2691,-20,0,-30,20,-50,-30,0,1
2692,36,37,18,27,94,-17,0,1
2693,15,-18,5,20,5,-4,0,1
2694,5,85,-30,-70,5,105,0,0
2695,20,10,10,35,45,0,0,1
2696,8,54,20,30,30,-21,0,1
2697,-5,-50,-10,30,-5,-65,0,1
2698,-20,60,-20,55,0,55,0,0
2699,21,49,62,14,4,6,0,0
2700,42,38,47,55,-23,53,0,0
2701,-35,-5,-70,5,-85,-30,0,1
2702,-15,20,15,10,-15,-45,0,1
2703,0,35,100,-75,-20,-85,0,1
2704,-5,-5,-71,-25,-21,0,0,1
2705,-54,-22,13,-13,27,-26,0,1
2706,30,55,45,0,10,-35,0,0
2707,20,58,16,15,-1,10,0,0
2708,-32,-36,-2,-10,5,0,0,1
2709,17,59,70,91,65,23,0,0
2710,-48,3,18,-27,-1,24,0,0
2711,19,58,35,3,-15,41,0,0
2712,25,35,38,-15,-37,-35,0,0
2713,-4,59,6,14,-39,28,0,0
2714,-54,-59,-45,10,-45,10,0,1
2715,-5,-25,-15,-5,-5,-5,0,1
2716,-27,-35,-20,17,45,10,0,0
2717,0,-10,35,-40,-5,45,0,0
2718,31,25,38,38,43,-5,0,1
2719,22,3,12,33,12,57,0,0
2720,40,-6,-3,11,16,-17,0,1
2721,22,25,35,33,50,45,0,0
2722,-20,-70,-70,70,15,85,0,1
2723,-60,-5,-5,30,-5,-15,0,1
2724,-30,15,45,-5,60,45,0,0
2725,20,30,10,0,0,-60,0,1
2726,-43,-25,-30,-45,-33,-14,-1,1
2727,-40,13,45,-30,-5,-54,0,1
2728,-10,-25,-17,-20,-55,-65,0,1
2729,110,115,35,-5,-55,10,0,0
2730,20,5,22,25,22,6,0,1
2731,-40,-50,-50,-40,-30,-50,0,1
2732,-15,0,-25,55,0,10,0,0
2733,-13,-44,-42,-25,-15,-28,0,1
2734,24,48,17,33,12,26,0,0
2735,5,-30,35,0,25,-45,0,1
2736,4,8,-60,38,-30,61,0,0
2737,-61,-12,-3,-32,-16,-9,0,1
2738,61,50,45,129,45,75,1,0
2739,6,44,0,-80,0,-66,0,1
2740,5,30,15,20,15,45,0,0
2741,40,90,95,5,-5,-10,0,1
2742,-35,-57,-42,8,-42,-16,0,1
2743,-10,55,15,-25,65,30,0,0
2744,-30,51,47,-1,9,-11,0,1
2745,15,35,10,35,35,25,0,0
2746,-5,30,32,-87,-15,19,0,0
2747,15,25,106,10,16,-5,0,1
2748,-5,-30,-20,0,10,-40,0,1
2749,-20,-18,20,23,40,30,0,0
2750,15,-10,-28,-42,-75,34,-1,0
2751,0,70,40,115,40,85,1,0
2752,-35,-60,-20,-40,-5,-50,0,1
2753,49,0,25,0,25,21,1,0
2754,-20,-77,10,-35,0,-33,0,1
2755,-9,106,-30,145,-30,115,1,1
2756,81,7,-55,-70,-5,-48,0,1
2757,-10,-15,85,-25,10,-75,0,1
2758,43,35,10,-10,0,27,0,0
2759,0,-35,-65,0,10,35,0,0
2760,12,-75,35,35,85,-30,1,1
2761,0,-15,-32,39,48,-40,0,1
2762,-25,-72,-182,-2,-47,34,0,1
2763,-1,-30,-7,-10,43,-11,0,1
2764,22,25,-12,45,-12,58,0,0
2765,-5,31,-18,-49,-25,-10,0,1
2766,10,8,13,25,15,24,1,0
2767,-20,-75,-40,-50,15,-40,0,1
2768,34,9,15,3,11,-2,0,1
2769,-20,-15,10,-5,30,-5,0,1
2770,35,55,-60,65,-60,90,1,0
2771,-35,0,-19,-40,-65,-21,0,1
2772,25,10,22,28,45,64,0,0
2773,25,44,15,-10,25,-12,0,1
2774,6,-6,15,40,25,-28,0,1
2775,-5,-69,-3,-9,4,-28,0,1
2776,-30,-50,35,29,-6,-65,0,1
2777,0,-12,-59,-52,-59,-22,0,1
2778,-9,-15,-25,-130,-35,-51,-1,1
2779,53,90,72,-18,1,-32,0,0
2780,30,121,95,36,55,39,0,0
2781,-20,-65,-60,-5,-40,-15,0,1
2782,-35,-50,-5,-30,-5,-50,0,1
2783,30,50,20,40,25,54,0,0
2784,-23,47,7,-13,7,-7,0,1
2785,-10,-28,-5,-10,15,25,0,0
2786,-30,-40,-35,-65,-25,-85,0,1
2787,53,5,66,46,20,-20,1,1
2788,-44,32,-25,-40,-45,17,0,0
2789,-27,-28,-1,-19,8,-29,0,1
2790,-70,-15,20,60,25,0,0,1
2791,5,-35,-125,45,25,-20,0,1
2792,-21,-27,-22,10,0,5,0,0
2793,-10,-48,-14,-24,-16,32,0,0
2794,70,110,65,10,65,30,1,0
2795,-21,-7,15,-15,-40,-42,0,1
2796,-3,80,0,-5,0,-21,0,1
2797,12,70,-45,50,0,-10,0,1
2798,30,18,19,-15,9,35,1,0
2799,-10,10,60,40,20,-5,0,1
2800,44,13,28,-13,32,21,0,0
2801,-15,-75,-20,-45,-20,-41,0,1
2802,25,-7,-15,-10,-25,-50,0,1
2803,15,2,37,-35,5,-19,0,1
2804,-25,-12,20,38,5,-20,0,1
2805,30,2,-15,32,50,76,0,0
2806,-50,-30,5,-45,-70,-100,0,1
2807,17,5,-2,5,-5,-5,0,1
2808,-40,-10,20,75,45,-60,0,1
2809,-99,-15,21,-10,21,-21,0,1
2810,0,5,15,5,5,-25,0,1
2811,-40,-70,-40,-140,-120,-60,-1,1
2812,-28,-12,-16,-12,-10,23,0,0
2813,-5,-40,-35,55,35,25,0,0
2814,-70,-125,-60,-130,-50,-25,-1,1
2815,20,-10,-30,55,20,40,0,0
2816,-15,-52,30,-65,20,-13,0,1
2817,35,81,65,81,60,44,0,0
2818,31,-18,20,69,-30,68,0,0
2819,-15,5,60,15,55,30,0,0
2820,16,15,-105,42,-108,31,0,0
2821,-25,93,58,83,-2,71,0,0
2822,35,0,19,40,65,21,0,0
2823,40,40,60,35,55,65,1,0
2824,-10,11,-55,-74,-25,23,0,0
2825,45,15,45,50,45,40,0,0
2826,45,39,17,35,25,34,0,0
2827,31,44,30,22,40,-17,1,1
2828,31,-68,-158,39,9,-21,0,1
2829,60,15,60,0,60,15,1,0
2830,-15,5,-29,5,-29,5,0,0
2831,-17,26,4,6,-31,42,0,1
2832,-2,27,5,-10,-5,-15,0,1
2833,3,25,36,25,10,55,0,0
2834,35,50,23,5,23,-10,0,1
2835,-125,-35,-6,-55,-6,-18,0,1
2836,-5,2,15,-30,-25,3,0,0
2837,-14,-100,10,-58,-48,-20,0,1
2838,40,75,30,75,35,35,1,0
2839,-18,-108,-35,-53,-43,-25,0,1
2840,10,-5,-30,85,0,90,0,1
2841,67,93,10,60,0,-32,0,1
2842,30,70,25,4,65,42,0,0
2843,-28,8,-43,-3,3,38,0,0
2844,-21,15,-5,-2,-10,11,0,0
2845,15,-37,-25,-92,-25,60,0,0
2846,3,7,18,-72,-53,-98,0,0
2847,0,20,21,11,7,7,0,0
2848,20,20,40,75,5,30,0,0
2849,-15,7,-3,22,-3,4,0,0
2850,25,10,-5,-5,-15,5,0,0
2851,-5,45,-17,52,-17,35,0,0
2852,-25,-45,-29,-25,-65,-46,0,1
2853,-15,14,35,24,5,-18,0,1
2854,-20,42,47,-16,-11,-10,0,1
2855,53,55,32,63,104,73,1,0
2856,47,90,60,30,60,18,0,0
2857,-3,25,12,37,8,-45,0,1
2858,10,35,-20,30,-40,-15,0,1
2859,-2,16,5,38,22,-16,0,1
2860,-5,0,5,-20,0,-20,0,1
2861,2,32,-8,-25,-43,10,0,0
2862,1,35,-21,16,-46,50,0,0
2863,55,70,35,0,-5,30,1,0
2864,-20,-30,-20,40,-20,-30,0,1
2865,-44,-78,-91,-53,-23,38,0,1
2866,51,88,32,44,-14,24,0,0
2867,-17,6,64,6,-71,37,0,0
2868,-42,22,22,59,4,54,0,0
2869,25,61,60,55,20,69,0,0
2870,-85,92,42,27,42,67,0,0
2871,-21,-13,-41,-71,-11,-50,0,1
2872,10,-30,-1,30,45,-49,0,1
2873,40,-12,17,-20,0,-10,0,1
2874,-10,-37,25,65,35,-18,0,1
2875,-20,0,-5,-100,-10,-30,0,1
2876,-16,-40,-40,-47,-50,-34,0,1
2877,5,25,10,25,25,60,0,0
2878,-30,-20,-35,-10,-35,-15,-1,1
2879,50,30,91,45,111,-7,1,1
2880,-73,-105,-50,-75,-40,-57,-1,1
2881,6,-34,-30,13,-65,-32,0,1
2882,-18,-85,-27,3,-41,-78,0,1
2883,-65,-100,-35,40,40,0,0,1
2884,-29,-78,-93,22,-15,-12,0,1
2885,-22,-29,-10,-50,15,0,0,1
2886,60,57,57,-25,50,-4,0,1
2887,-10,-8,7,-16,-11,-30,0,1
2888,-15,70,-15,-15,-20,35,1,0
2889,10,10,40,14,23,-37,0,1
2890,30,34,-20,35,15,-14,0,1
2891,20,0,60,55,80,5,1,0
2892,3,28,30,45,30,32,0,0
2893,25,130,35,45,-5,60,1,0
2894,36,117,55,15,30,42,0,0
2895,12,-50,-13,-30,-15,37,0,1
2896,-10,20,0,-45,-30,-35,0,1
2897,35,95,25,55,5,25,1,0
2898,-44,-3,-21,-13,-26,-19,0,1
2899,50,30,60,-75,15,5,0,1
2900,-26,-57,18,-17,-50,-128,0,1
2901,-27,20,25,0,-5,-25,0,1
2902,5,35,-35,-30,0,-10,0,1
2903,20,-5,-55,5,5,-5,0,1
2904,-13,-45,60,-15,10,-49,0,1
2905,15,0,-15,55,20,-35,0,1
2906,5,-47,-60,5,-20,17,0,0
2907,35,45,100,-2,0,-20,0,1
2908,44,111,7,28,4,13,0,0
2909,69,-28,22,25,25,16,0,1
2910,63,63,17,16,6,-16,0,1
2911,40,25,55,-15,20,5,0,0
2912,-25,-60,-10,10,-50,10,0,0
2913,-40,-35,-5,-35,-15,-45,0,1
2914,4,20,80,-5,70,-19,0,1
2915,18,34,8,59,-5,35,0,0
2916,-10,-12,-15,15,15,-43,0,1
2917,-25,-55,30,5,60,-60,0,1
2918,-5,-30,4,15,-2,24,0,0
2919,-210,57,50,-40,-85,8,0,0
2920,10,-45,-45,-65,-65,-40,-1,1
2921,-25,-50,30,30,-65,-5,0,1
2922,50,95,75,55,35,10,0,0
2923,-20,-20,-5,45,15,-5,0,1
2924,-15,-124,-83,-100,-13,-12,-1,1
2925,3,35,-17,3,-27,-10,0,1
2926,45,58,5,0,5,25,0,0
2927,15,28,-30,47,0,35,0,0
2928,-15,-35,-15,-30,-15,5,0,0
2929,0,44,-27,29,1,-42,0,1
2930,22,35,22,45,22,8,0,0
2931,1,-80,-120,-9,7,15,0,0
2932,-28,-50,-32,-52,-31,-18,-1,1
2933,-30,-30,-30,-30,-30,-30,0,1
2934,-15,-5,35,-80,-10,5,-1,0
2935,25,20,30,10,20,65,0,1
2936,5,15,15,-50,-5,35,0,0
2937,55,-15,2,-10,20,-17,1,1
2938,0,-110,-65,-20,-20,-60,0,1
2939,60,120,88,70,48,25,1,0
2940,-6,51,9,21,-31,-36,0,1
2941,-13,35,-31,-10,-36,20,0,0
2942,-4,22,-29,21,-29,28,0,0
2943,-25,90,-25,-20,-25,45,0,0
2944,-15,-5,-80,25,-80,-30,-1,1
2945,-9,9,-10,39,-10,-5,0,1
2946,65,40,50,20,45,60,1,0
2947,-35,-25,0,-15,0,23,0,0
2948,-25,-88,-20,-28,-50,-76,0,1
2949,25,15,-50,-50,0,10,0,0
2950,-3,-18,-13,-5,-13,-20,0,1
2951,1,4,5,44,5,-7,0,1
2952,-11,18,67,9,61,-70,0,1
2953,35,59,5,2,8,-9,1,1
2954,14,50,-42,-22,-44,-21,0,1
2955,-40,-50,15,-25,-15,-100,0,1
2956,-80,-115,-51,-50,-71,-43,-1,1
2957,20,55,95,15,30,0,0,1
2958,5,10,32,26,29,3,0,0
2959,-30,-70,-20,-80,-25,1,0,0
2960,10,20,-10,-10,-10,55,0,0
2961,20,60,20,0,-40,-25,0,0
2962,32,55,52,20,20,7,0,0
2963,-10,0,10,-20,-10,5,0,0
2964,-30,-26,-15,-16,-20,-49,-1,1
2965,-9,11,24,-14,17,-17,0,1
2966,-7,-15,-20,35,5,-28,0,1
2967,0,-27,-12,68,-12,16,0,0
2968,-20,5,-120,-65,10,72,0,0
2969,-20,5,-10,50,5,0,0,1
2970,-17,-5,20,65,30,42,0,0
2971,-23,-48,-3,-41,-24,-55,0,1
2972,-20,15,-50,-30,-15,45,0,0
2973,-30,-30,-35,55,10,-35,0,1
2974,10,17,20,32,15,73,0,1
2975,40,97,50,107,80,15,0,0
2976,-5,5,27,-6,19,-18,0,1
2977,0,50,-60,50,-60,20,0,0
2978,-105,-70,-55,-5,-45,5,-1,0
2979,-2,25,-50,35,50,50,0,0
2980,39,45,50,80,60,61,1,0
2981,-21,19,-5,19,-8,-4,0,1
2982,-37,-63,22,-46,-15,-31,-1,1
2983,27,90,65,-5,15,20,0,0
2984,43,59,23,11,9,-2,0,1
2985,-23,-75,-50,-90,-50,-75,0,1
2986,33,84,-50,5,-5,50,0,0
2987,-50,-60,-35,-70,-35,0,-1,1
2988,-40,7,-8,29,14,60,0,0
2989,5,50,-30,-85,-20,15,0,1
2990,-15,75,5,15,25,75,0,0
2991,0,17,-20,-13,-25,-15,0,1
2992,-10,-30,-47,-42,-80,28,0,0
2993,-24,-11,-38,-51,-46,10,0,0
2994,25,70,90,-10,25,75,0,0
2995,-9,-40,-40,52,-8,51,0,0
2996,25,40,40,15,35,45,0,0
2997,18,9,-7,9,0,-15,0,1
2998,-20,-15,-28,25,-28,-4,0,1
2999,-10,-10,21,-25,21,-12,0,1
3000,15,45,0,15,0,-15,0,1
3001,57,-107,-37,11,-39,-43,0,1
3002,-40,-45,-80,-15,-35,-10,0,1
3003,25,73,-28,55,35,60,0,1
3004,-43,-25,-59,-75,-159,-25,-1,1
3005,-25,-57,-30,-15,-15,0,0,1
3006,-45,-40,-25,15,-15,5,-1,0
3007,24,14,20,3,21,44,0,0
3008,20,1,-55,31,-35,109,0,0
3009,-5,-5,-55,-15,-55,-53,0,1
3010,-16,-2,4,-7,-1,26,0,0
3011,15,-10,0,0,-20,-80,0,1
3012,-34,-64,-101,1,-86,65,0,1
3013,28,73,47,24,82,38,0,0
3014,-58,34,0,-66,17,11,-1,0
3015,10,30,-5,10,-60,-20,0,1
3016,0,25,-80,-25,-90,-5,-1,1
3017,5,-40,-5,27,25,-15,0,1
3018,70,73,-25,70,10,0,0,1
3019,14,65,35,10,-15,16,1,0
3020,51,56,40,26,13,69,1,0
3021,-4,-24,-7,17,8,-11,0,1
3022,5,5,-15,45,55,25,1,1
3023,0,80,-70,10,-90,10,0,1
3024,120,115,41,65,26,43,0,0
3025,-40,-90,-70,-30,-65,-35,0,1
3026,5,20,-5,-95,-55,-45,-1,1
3027,-7,2,-10,-18,-5,-57,0,1
3028,0,65,20,-20,-80,10,0,0
3029,15,43,33,24,28,22,0,0
3030,-12,-25,-31,-5,-15,-27,0,1
3031,-10,-27,-8,-55,-55,-45,0,1
3032,5,-14,25,27,5,19,0,0
3033,50,-10,25,55,35,-25,0,1
3034,10,95,35,35,35,40,0,0
3035,5,-18,20,-43,-10,9,0,0
3036,-25,-60,-50,25,15,-10,0,1
3037,35,30,25,45,35,-10,0,1
3038,-28,-35,-6,-25,-36,-85,0,1
3039,15,5,110,20,75,0,0,1
3040,-45,-24,-86,-1,-9,30,0,0
3041,-5,10,25,-30,-10,5,0,0
3042,10,11,-35,1,-25,34,0,0
3043,-80,-91,-75,-91,-75,-84,-1,1
3044,0,-10,-10,50,-5,-65,0,1
3045,-46,-40,-74,-15,-7,-78,-1,1
3046,7,-29,-32,11,15,-51,0,1
3047,-22,-16,-22,0,-15,0,0,1
3048,65,85,80,-20,5,-25,0,0
3049,-13,-60,-52,-37,-51,-8,0,1
3050,0,-85,0,-5,35,15,0,0
3051,-5,20,25,2,38,-26,0,1
3052,15,-5,20,-35,25,3,0,0
3053,-2,-76,18,-61,-45,20,-1,0
3054,13,40,30,-45,-20,-23,0,1
3055,-23,-55,-15,-110,-70,-55,0,1
3056,14,75,0,35,-25,11,1,0
3057,25,-29,1,-45,-15,-5,0,1
3058,2,-20,7,65,35,-7,0,1
3059,-25,-41,25,-46,-5,-73,0,1
3060,2,-14,32,43,59,-5,0,1
3061,-10,10,5,40,80,60,0,0
3062,-169,58,62,34,-69,51,0,0
3063,50,75,0,-35,-20,3,0,0
3064,49,7,-1,2,-6,-4,0,1
3065,28,12,11,25,15,70,0,0
3066,-20,-20,-10,10,80,-15,0,1
3067,0,-45,10,-15,25,-15,0,1
3068,-40,-50,-70,-10,-10,-10,0,1
3069,41,45,75,90,65,34,0,0
3070,-36,-51,-114,0,9,13,0,0
3071,25,51,32,60,50,30,0,1
3072,-8,-11,-10,-31,-50,-10,0,1
3073,7,5,10,50,10,-10,0,1
3074,27,-17,20,63,50,47,0,0
3075,43,34,-18,-8,-44,48,0,0
3076,10,14,56,6,-36,-65,0,1
3077,35,135,105,105,20,45,1,0
3078,0,-35,10,-15,-5,-15,0,1
3079,28,32,15,14,3,88,0,0
3080,-10,-35,-65,-15,-45,5,0,0
3081,0,25,30,-25,-10,-20,0,1
3082,25,38,3,38,3,71,0,0
3083,-33,-25,-21,-125,-81,-45,0,1
3084,-16,-37,-14,-19,6,-32,0,1
3085,5,-15,-5,5,45,20,0,0
3086,-54,-20,10,85,15,100,0,1
3087,-15,-50,10,-5,-65,-20,-1,1
3088,9,9,-57,-70,-57,-51,0,0
3089,-30,-25,-50,50,25,10,0,1
3090,-5,20,-5,5,-5,25,0,0
3091,-10,-35,0,0,-15,-18,0,1
3092,-55,-79,-95,-35,-45,47,0,1
3093,-20,10,-15,-50,-55,-35,0,1
3094,35,85,35,-45,15,60,1,0
3095,-12,-22,-20,-40,-10,-56,0,1
3096,2,10,-85,-10,-20,55,0,0
3097,51,53,38,56,26,-11,0,1
3098,56,12,17,15,53,0,0,1
3099,15,0,10,-30,0,30,0,0
3100,-100,2,20,-10,10,38,0,0
3101,80,100,38,15,-17,40,0,0
3102,-25,40,22,-20,-25,25,0,0
3103,-35,-33,13,7,23,-55,0,1
3104,4,14,53,8,-5,-19,0,1
3105,1,70,45,-85,25,-36,-1,1
3106,-46,-42,-75,-44,-25,-43,0,1
3107,14,-52,-7,6,6,-93,0,1
3108,-45,-95,-75,-20,-10,30,0,0
3109,20,0,50,10,65,40,0,0
3110,15,105,20,75,20,85,0,0
3111,97,49,67,39,64,50,1,0
3112,50,40,40,20,5,-30,0,1
3113,-20,-45,-105,-10,-10,50,0,1
3114,-14,-10,45,-35,-15,-35,0,1
3115,54,55,61,40,40,32,0,0
3116,-5,23,5,-12,-5,20,0,0
3117,210,-65,-125,-25,-25,25,0,1
3118,-4,-8,-25,20,-25,-28,0,1
3119,20,100,10,20,-5,30,0,0
3120,-22,2,-25,-31,-35,-25,0,1
3121,8,13,2,-94,-54,-46,0,1
3122,2,21,32,-12,-21,-30,0,1
3123,-69,-25,-40,-5,-30,35,0,0
3124,47,84,0,150,65,99,1,0
3125,-61,-66,-35,-21,-3,31,-1,0
3126,32,56,74,-16,-6,-24,0,1
3127,-59,-1,-20,-37,-51,11,0,0
3128,56,-25,35,57,45,-11,0,1
3129,10,38,24,-60,5,11,0,0
3130,-48,-47,-17,-22,-13,1,-1,0
3131,-9,-60,16,-50,-54,-13,0,1
3132,-30,-70,-30,-70,-40,40,-1,0
3133,-20,10,-20,-75,-40,20,0,0
3134,-20,-5,-5,70,-5,-15,0,1
3135,-65,-45,-50,-100,-90,0,-1,1
3136,-21,-23,-57,5,-30,15,0,0
3137,-45,-45,-33,-95,-53,30,0,0
3138,9,-26,-4,9,6,61,0,0
3139,-15,30,85,-35,85,-20,0,1
3140,18,-12,-33,-8,-22,6,0,0
3141,19,-52,3,-25,5,-35,0,1
3142,-8,10,-15,10,-10,-31,0,1
3143,0,5,-26,-5,-6,30,0,1
3144,6,-23,8,-43,4,-62,0,1
3145,-10,-11,25,-11,25,-74,0,1
3146,-31,16,36,-16,11,-29,0,1
3147,15,-13,-114,45,6,15,0,0
3148,-35,20,-20,-55,-25,45,0,0
3149,60,45,5,0,-60,0,0,1
3150,-85,-10,0,-15,-50,-30,-1,1
3151,15,35,-21,15,65,36,0,0
3152,20,85,65,30,0,0,0,1
3153,-20,-105,-90,-65,-50,-75,0,1
3154,80,120,45,45,25,65,1,0
3155,-30,-25,-40,-29,-39,20,0,0
3156,-50,-66,15,-36,-15,-43,-1,1
3157,-34,-45,-75,0,-15,-1,0,1
3158,-10,33,15,-28,30,10,0,0
3159,-30,21,-5,-85,-35,-3,0,1
3160,-10,10,-18,-35,-43,-10,-1,1
3161,5,-15,-5,-40,-15,-40,0,1
3162,-40,-50,-60,-70,-80,-80,-1,1
3163,-36,-66,-30,-91,-58,-84,-1,1
3164,-5,25,-5,45,20,35,0,0
3165,-5,35,72,-2,5,49,0,0
3166,39,1,13,6,28,13,0,0
3167,4,-26,-64,32,-5,-26,0,1
3168,-25,-25,-10,10,10,60,0,0
3169,25,20,30,35,25,10,1,0
3170,-10,-106,-13,1,17,-74,0,1
3171,-9,-65,0,92,32,85,0,1
3172,5,-22,19,10,24,-10,0,1
3173,20,-10,80,-70,-40,10,0,0
3174,-35,-20,40,-60,-30,-30,-1,1
3175,-5,5,-5,55,55,-15,1,1
3176,17,9,12,31,14,54,0,0
3177,15,55,60,5,-35,10,0,0
3178,0,-5,12,13,20,4,0,0
3179,26,0,-40,57,7,36,0,0
3180,9,1,-37,-61,-52,-45,0,1
3181,24,39,58,74,75,42,0,0
3182,50,90,30,-25,25,0,0,1
3183,5,25,45,-5,-5,-35,0,0
3184,-35,-25,-40,20,-40,-30,0,1
